code,name,short_name,district_level,parent_code,province_code,city_code,full_name,pinyin,pinyin_initial,sort_no
110000,北京市,北京,1,,110000,,北京市,bei jing,b,1
110101,东城区,东城,3,110000,110000,,北京市/东城区,dong cheng,d,2
110102,西城区,西城,3,110000,110000,,北京市/西城区,xi cheng,x,3
110105,朝阳区,朝阳,3,110000,110000,,北京市/朝阳区,chao yang,c,4
110106,丰台区,丰台,3,110000,110000,,北京市/丰台区,feng tai,f,5
110107,石景山区,石景山,3,110000,110000,,北京市/石景山区,shi jing shan,s,6
110108,海淀区,海淀,3,110000,110000,,北京市/海淀区,hai dian,h,7
110109,门头沟区,门头沟,3,110000,110000,,北京市/门头沟区,men tou gou,m,8
110111,房山区,房山,3,110000,110000,,北京市/房山区,fang shan,f,9
110112,通州区,通州,3,110000,110000,,北京市/通州区,tong zhou,t,10
110113,顺义区,顺义,3,110000,110000,,北京市/顺义区,shun yi,s,11
110114,昌平区,昌平,3,110000,110000,,北京市/昌平区,chang ping,c,12
110115,大兴区,大兴,3,110000,110000,,北京市/大兴区,da xing,d,13
110116,怀柔区,怀柔,3,110000,110000,,北京市/怀柔区,huai rou,h,14
110117,平谷区,平谷,3,110000,110000,,北京市/平谷区,ping gu,p,15
110118,密云区,密云,3,110000,110000,,北京市/密云区,mi yun,m,16
110119,延庆区,延庆,3,110000,110000,,北京市/延庆区,yan qing,y,17
120000,天津市,天津,1,,120000,,天津市,tian jin,t,18
120101,和平区,和平,3,120000,120000,,天津市/和平区,he ping,h,19
120102,河东区,河东,3,120000,120000,,天津市/河东区,he dong,h,20
120103,河西区,河西,3,120000,120000,,天津市/河西区,he xi,h,21
120104,南开区,南开,3,120000,120000,,天津市/南开区,nan kai,n,22
120105,河北区,河北,3,120000,120000,,天津市/河北区,he bei,h,23
120106,红桥区,红桥,3,120000,120000,,天津市/红桥区,hong qiao,h,24
120110,东丽区,东丽,3,120000,120000,,天津市/东丽区,dong li,d,25
120111,西青区,西青,3,120000,120000,,天津市/西青区,xi qing,x,26
120112,津南区,津南,3,120000,120000,,天津市/津南区,jin nan,j,27
120113,北辰区,北辰,3,120000,120000,,天津市/北辰区,bei chen,b,28
120114,武清区,武清,3,120000,120000,,天津市/武清区,wu qing,w,29
120115,宝坻区,宝坻,3,120000,120000,,天津市/宝坻区,bao di,b,30
120116,滨海新区,滨海新区,3,120000,120000,,天津市/滨海新区,bin hai xin qu,b,31
120117,宁河区,宁河,3,120000,120000,,天津市/宁河区,ning he,n,32
120118,静海区,静海,3,120000,120000,,天津市/静海区,jing hai,j,33
120119,蓟州区,蓟州,3,120000,120000,,天津市/蓟州区,ji zhou,j,34
130000,河北省,河北,1,,130000,,河北省,he bei,h,35
130100,石家庄市,石家庄,2,130000,130000,130100,河北省/石家庄市,shi jia zhuang,s,36
130102,长安区,长安,3,130100,130000,130100,河北省/石家庄市/长安区,chang an,c,37
130104,桥西区,桥西,3,130100,130000,130100,河北省/石家庄市/桥西区,qiao xi,q,38
130105,新华区,新华,3,130100,130000,130100,河北省/石家庄市/新华区,xin hua,x,39
130107,井陉矿区,井陉矿区,3,130100,130000,130100,河北省/石家庄市/井陉矿区,jing xing kuang qu,j,40
130108,裕华区,裕华,3,130100,130000,130100,河北省/石家庄市/裕华区,yu hua,y,41
130109,藁城区,藁城,3,130100,130000,130100,河北省/石家庄市/藁城区,gao cheng,g,42
130110,鹿泉区,鹿泉,3,130100,130000,130100,河北省/石家庄市/鹿泉区,lu quan,l,43
130111,栾城区,栾城,3,130100,130000,130100,河北省/石家庄市/栾城区,luan cheng,l,44
130121,井陉县,井陉,3,130100,130000,130100,河北省/石家庄市/井陉县,jing xing,j,45
130123,正定县,正定,3,130100,130000,130100,河北省/石家庄市/正定县,zheng ding,z,46
130125,行唐县,行唐,3,130100,130000,130100,河北省/石家庄市/行唐县,xing tang,x,47
130126,灵寿县,灵寿,3,130100,130000,130100,河北省/石家庄市/灵寿县,ling shou,l,48
130127,高邑县,高邑,3,130100,130000,130100,河北省/石家庄市/高邑县,gao yi,g,49
130128,深泽县,深泽,3,130100,130000,130100,河北省/石家庄市/深泽县,shen ze,s,50
130129,赞皇县,赞皇,3,130100,130000,130100,河北省/石家庄市/赞皇县,zan huang,z,51
130130,无极县,无极,3,130100,130000,130100,河北省/石家庄市/无极县,wu ji,w,52
130131,平山县,平山,3,130100,130000,130100,河北省/石家庄市/平山县,ping shan,p,53
130132,元氏县,元氏,3,130100,130000,130100,河北省/石家庄市/元氏县,yuan shi,y,54
130133,赵县,赵县,3,130100,130000,130100,河北省/石家庄市/赵县,zhao xian,z,55
130181,辛集市,辛集,3,130100,130000,130100,河北省/石家庄市/辛集市,xin ji,x,56
130183,晋州市,晋州,3,130100,130000,130100,河北省/石家庄市/晋州市,jin zhou,j,57
130184,新乐市,新乐,3,130100,130000,130100,河北省/石家庄市/新乐市,xin le,x,58
130200,唐山市,唐山,2,130000,130000,130200,河北省/唐山市,tang shan,t,59
130202,路南区,路南,3,130200,130000,130200,河北省/唐山市/路南区,lu nan,l,60
130203,路北区,路北,3,130200,130000,130200,河北省/唐山市/路北区,lu bei,l,61
130204,古冶区,古冶,3,130200,130000,130200,河北省/唐山市/古冶区,gu ye,g,62
130205,开平区,开平,3,130200,130000,130200,河北省/唐山市/开平区,kai ping,k,63
130207,丰南区,丰南,3,130200,130000,130200,河北省/唐山市/丰南区,feng nan,f,64
130208,丰润区,丰润,3,130200,130000,130200,河北省/唐山市/丰润区,feng run,f,65
130209,曹妃甸区,曹妃甸,3,130200,130000,130200,河北省/唐山市/曹妃甸区,cao fei dian,c,66
130224,滦南县,滦南,3,130200,130000,130200,河北省/唐山市/滦南县,luan nan,l,67
130225,乐亭县,乐亭,3,130200,130000,130200,河北省/唐山市/乐亭县,lao ting,l,68
130227,迁西县,迁西,3,130200,130000,130200,河北省/唐山市/迁西县,qian xi,q,69
130229,玉田县,玉田,3,130200,130000,130200,河北省/唐山市/玉田县,yu tian,y,70
130281,遵化市,遵化,3,130200,130000,130200,河北省/唐山市/遵化市,zun hua,z,71
130283,迁安市,迁安,3,130200,130000,130200,河北省/唐山市/迁安市,qian an,q,72
130284,滦州市,滦州,3,130200,130000,130200,河北省/唐山市/滦州市,luan zhou,l,73
130300,秦皇岛市,秦皇岛,2,130000,130000,130300,河北省/秦皇岛市,qin huang dao,q,74
130302,海港区,海港,3,130300,130000,130300,河北省/秦皇岛市/海港区,hai gang,h,75
130303,山海关区,山海关,3,130300,130000,130300,河北省/秦皇岛市/山海关区,shan hai guan,s,76
130304,北戴河区,北戴河,3,130300,130000,130300,河北省/秦皇岛市/北戴河区,bei dai he,b,77
130306,抚宁区,抚宁,3,130300,130000,130300,河北省/秦皇岛市/抚宁区,fu ning,f,78
130321,青龙满族自治县,青龙,3,130300,130000,130300,河北省/秦皇岛市/青龙满族自治县,qing long,q,79
130322,昌黎县,昌黎,3,130300,130000,130300,河北省/秦皇岛市/昌黎县,chang li,c,80
130324,卢龙县,卢龙,3,130300,130000,130300,河北省/秦皇岛市/卢龙县,lu long,l,81
130400,邯郸市,邯郸,2,130000,130000,130400,河北省/邯郸市,han dan,h,82
130402,邯山区,邯山,3,130400,130000,130400,河北省/邯郸市/邯山区,han shan,h,83
130403,丛台区,丛台,3,130400,130000,130400,河北省/邯郸市/丛台区,cong tai,c,84
130404,复兴区,复兴,3,130400,130000,130400,河北省/邯郸市/复兴区,fu xing,f,85
130406,峰峰矿区,峰峰矿区,3,130400,130000,130400,河北省/邯郸市/峰峰矿区,feng feng kuang qu,f,86
130407,肥乡区,肥乡,3,130400,130000,130400,河北省/邯郸市/肥乡区,fei xiang,f,87
130408,永年区,永年,3,130400,130000,130400,河北省/邯郸市/永年区,yong nian,y,88
130423,临漳县,临漳,3,130400,130000,130400,河北省/邯郸市/临漳县,lin zhang,l,89
130424,成安县,成安,3,130400,130000,130400,河北省/邯郸市/成安县,cheng an,c,90
130425,大名县,大名,3,130400,130000,130400,河北省/邯郸市/大名县,da ming,d,91
130426,涉县,涉县,3,130400,130000,130400,河北省/邯郸市/涉县,she xian,s,92
130427,磁县,磁县,3,130400,130000,130400,河北省/邯郸市/磁县,ci xian,c,93
130430,邱县,邱县,3,130400,130000,130400,河北省/邯郸市/邱县,qiu xian,q,94
130431,鸡泽县,鸡泽,3,130400,130000,130400,河北省/邯郸市/鸡泽县,ji ze,j,95
130432,广平县,广平,3,130400,130000,130400,河北省/邯郸市/广平县,guang ping,g,96
130433,馆陶县,馆陶,3,130400,130000,130400,河北省/邯郸市/馆陶县,guan tao,g,97
130434,魏县,魏县,3,130400,130000,130400,河北省/邯郸市/魏县,wei xian,w,98
130435,曲周县,曲周,3,130400,130000,130400,河北省/邯郸市/曲周县,qu zhou,q,99
130481,武安市,武安,3,130400,130000,130400,河北省/邯郸市/武安市,wu an,w,100
130500,邢台市,邢台,2,130000,130000,130500,河北省/邢台市,xing tai,x,101
130502,襄都区,襄都,3,130500,130000,130500,河北省/邢台市/襄都区,xiang du,x,102
130503,信都区,信都,3,130500,130000,130500,河北省/邢台市/信都区,xin du,x,103
130505,任泽区,任泽,3,130500,130000,130500,河北省/邢台市/任泽区,ren ze,r,104
130506,南和区,南和,3,130500,130000,130500,河北省/邢台市/南和区,nan he,n,105
130522,临城县,临城,3,130500,130000,130500,河北省/邢台市/临城县,lin cheng,l,106
130523,内丘县,内丘,3,130500,130000,130500,河北省/邢台市/内丘县,nei qiu,n,107
130524,柏乡县,柏乡,3,130500,130000,130500,河北省/邢台市/柏乡县,bai xiang,b,108
130525,隆尧县,隆尧,3,130500,130000,130500,河北省/邢台市/隆尧县,long yao,l,109
130528,宁晋县,宁晋,3,130500,130000,130500,河北省/邢台市/宁晋县,ning jin,n,110
130529,巨鹿县,巨鹿,3,130500,130000,130500,河北省/邢台市/巨鹿县,ju lu,j,111
130530,新河县,新河,3,130500,130000,130500,河北省/邢台市/新河县,xin he,x,112
130531,广宗县,广宗,3,130500,130000,130500,河北省/邢台市/广宗县,guang zong,g,113
130532,平乡县,平乡,3,130500,130000,130500,河北省/邢台市/平乡县,ping xiang,p,114
130533,威县,威县,3,130500,130000,130500,河北省/邢台市/威县,wei xian,w,115
130534,清河县,清河,3,130500,130000,130500,河北省/邢台市/清河县,qing he,q,116
130535,临西县,临西,3,130500,130000,130500,河北省/邢台市/临西县,lin xi,l,117
130581,南宫市,南宫,3,130500,130000,130500,河北省/邢台市/南宫市,nan gong,n,118
130582,沙河市,沙河,3,130500,130000,130500,河北省/邢台市/沙河市,sha he,s,119
130600,保定市,保定,2,130000,130000,130600,河北省/保定市,bao ding,b,120
130602,竞秀区,竞秀,3,130600,130000,130600,河北省/保定市/竞秀区,jing xiu,j,121
130606,莲池区,莲池,3,130600,130000,130600,河北省/保定市/莲池区,lian chi,l,122
130607,满城区,满城,3,130600,130000,130600,河北省/保定市/满城区,man cheng,m,123
130608,清苑区,清苑,3,130600,130000,130600,河北省/保定市/清苑区,qing yuan,q,124
130609,徐水区,徐水,3,130600,130000,130600,河北省/保定市/徐水区,xu shui,x,125
130623,涞水县,涞水,3,130600,130000,130600,河北省/保定市/涞水县,lai shui,l,126
130624,阜平县,阜平,3,130600,130000,130600,河北省/保定市/阜平县,fu ping,f,127
130626,定兴县,定兴,3,130600,130000,130600,河北省/保定市/定兴县,ding xing,d,128
130627,唐县,唐县,3,130600,130000,130600,河北省/保定市/唐县,tang xian,t,129
130628,高阳县,高阳,3,130600,130000,130600,河北省/保定市/高阳县,gao yang,g,130
130629,容城县,容城,3,130600,130000,130600,河北省/保定市/容城县,rong cheng,r,131
130630,涞源县,涞源,3,130600,130000,130600,河北省/保定市/涞源县,lai yuan,l,132
130631,望都县,望都,3,130600,130000,130600,河北省/保定市/望都县,wang du,w,133
130632,安新县,安新,3,130600,130000,130600,河北省/保定市/安新县,an xin,a,134
130633,易县,易县,3,130600,130000,130600,河北省/保定市/易县,yi xian,y,135
130634,曲阳县,曲阳,3,130600,130000,130600,河北省/保定市/曲阳县,qu yang,q,136
130635,蠡县,蠡县,3,130600,130000,130600,河北省/保定市/蠡县,li xian,l,137
130636,顺平县,顺平,3,130600,130000,130600,河北省/保定市/顺平县,shun ping,s,138
130637,博野县,博野,3,130600,130000,130600,河北省/保定市/博野县,bo ye,b,139
130638,雄县,雄县,3,130600,130000,130600,河北省/保定市/雄县,xiong xian,x,140
130681,涿州市,涿州,3,130600,130000,130600,河北省/保定市/涿州市,zhuo zhou,z,141
130682,定州市,定州,3,130600,130000,130600,河北省/保定市/定州市,ding zhou,d,142
130683,安国市,安国,3,130600,130000,130600,河北省/保定市/安国市,an guo,a,143
130684,高碑店市,高碑店,3,130600,130000,130600,河北省/保定市/高碑店市,gao bei dian,g,144
130700,张家口市,张家口,2,130000,130000,130700,河北省/张家口市,zhang jia kou,z,145
130702,桥东区,桥东,3,130700,130000,130700,河北省/张家口市/桥东区,qiao dong,q,146
130703,桥西区,桥西,3,130700,130000,130700,河北省/张家口市/桥西区,qiao xi,q,147
130705,宣化区,宣化,3,130700,130000,130700,河北省/张家口市/宣化区,xuan hua,x,148
130706,下花园区,下花园,3,130700,130000,130700,河北省/张家口市/下花园区,xia hua yuan,x,149
130708,万全区,万全,3,130700,130000,130700,河北省/张家口市/万全区,wan quan,w,150
130709,崇礼区,崇礼,3,130700,130000,130700,河北省/张家口市/崇礼区,chong li,c,151
130722,张北县,张北,3,130700,130000,130700,河北省/张家口市/张北县,zhang bei,z,152
130723,康保县,康保,3,130700,130000,130700,河北省/张家口市/康保县,kang bao,k,153
130724,沽源县,沽源,3,130700,130000,130700,河北省/张家口市/沽源县,gu yuan,g,154
130725,尚义县,尚义,3,130700,130000,130700,河北省/张家口市/尚义县,shang yi,s,155
130726,蔚县,蔚县,3,130700,130000,130700,河北省/张家口市/蔚县,yu xian,y,156
130727,阳原县,阳原,3,130700,130000,130700,河北省/张家口市/阳原县,yang yuan,y,157
130728,怀安县,怀安,3,130700,130000,130700,河北省/张家口市/怀安县,huai an,h,158
130730,怀来县,怀来,3,130700,130000,130700,河北省/张家口市/怀来县,huai lai,h,159
130731,涿鹿县,涿鹿,3,130700,130000,130700,河北省/张家口市/涿鹿县,zhuo lu,z,160
130732,赤城县,赤城,3,130700,130000,130700,河北省/张家口市/赤城县,chi cheng,c,161
130800,承德市,承德,2,130000,130000,130800,河北省/承德市,cheng de,c,162
130802,双桥区,双桥,3,130800,130000,130800,河北省/承德市/双桥区,shuang qiao,s,163
130803,双滦区,双滦,3,130800,130000,130800,河北省/承德市/双滦区,shuang luan,s,164
130804,鹰手营子矿区,鹰手营子矿区,3,130800,130000,130800,河北省/承德市/鹰手营子矿区,ying shou ying zi kuang qu,y,165
130821,承德县,承德县,3,130800,130000,130800,河北省/承德市/承德县,cheng de xian,c,166
130822,兴隆县,兴隆,3,130800,130000,130800,河北省/承德市/兴隆县,xing long,x,167
130824,滦平县,滦平,3,130800,130000,130800,河北省/承德市/滦平县,luan ping,l,168
130825,隆化县,隆化,3,130800,130000,130800,河北省/承德市/隆化县,long hua,l,169
130826,丰宁满族自治县,丰宁,3,130800,130000,130800,河北省/承德市/丰宁满族自治县,feng ning,f,170
130827,宽城满族自治县,宽城,3,130800,130000,130800,河北省/承德市/宽城满族自治县,kuan cheng,k,171
130828,围场满族蒙古族自治县,围场,3,130800,130000,130800,河北省/承德市/围场满族蒙古族自治县,wei chang,w,172
130881,平泉市,平泉,3,130800,130000,130800,河北省/承德市/平泉市,ping quan,p,173
130900,沧州市,沧州,2,130000,130000,130900,河北省/沧州市,cang zhou,c,174
130902,新华区,新华,3,130900,130000,130900,河北省/沧州市/新华区,xin hua,x,175
130903,运河区,运河,3,130900,130000,130900,河北省/沧州市/运河区,yun he,y,176
130921,沧县,沧县,3,130900,130000,130900,河北省/沧州市/沧县,cang xian,c,177
130922,青县,青县,3,130900,130000,130900,河北省/沧州市/青县,qing xian,q,178
130923,东光县,东光,3,130900,130000,130900,河北省/沧州市/东光县,dong guang,d,179
130924,海兴县,海兴,3,130900,130000,130900,河北省/沧州市/海兴县,hai xing,h,180
130925,盐山县,盐山,3,130900,130000,130900,河北省/沧州市/盐山县,yan shan,y,181
130926,肃宁县,肃宁,3,130900,130000,130900,河北省/沧州市/肃宁县,su ning,s,182
130927,南皮县,南皮,3,130900,130000,130900,河北省/沧州市/南皮县,nan pi,n,183
130928,吴桥县,吴桥,3,130900,130000,130900,河北省/沧州市/吴桥县,wu qiao,w,184
130929,献县,献县,3,130900,130000,130900,河北省/沧州市/献县,xian xian,x,185
130930,孟村回族自治县,孟村,3,130900,130000,130900,河北省/沧州市/孟村回族自治县,meng cun,m,186
130981,泊头市,泊头,3,130900,130000,130900,河北省/沧州市/泊头市,bo tou,b,187
130982,任丘市,任丘,3,130900,130000,130900,河北省/沧州市/任丘市,ren qiu,r,188
130983,黄骅市,黄骅,3,130900,130000,130900,河北省/沧州市/黄骅市,huang hua,h,189
130984,河间市,河间,3,130900,130000,130900,河北省/沧州市/河间市,he jian,h,190
131000,廊坊市,廊坊,2,130000,130000,131000,河北省/廊坊市,lang fang,l,191
131002,安次区,安次,3,131000,130000,131000,河北省/廊坊市/安次区,an ci,a,192
131003,广阳区,广阳,3,131000,130000,131000,河北省/廊坊市/广阳区,guang yang,g,193
131022,固安县,固安,3,131000,130000,131000,河北省/廊坊市/固安县,gu an,g,194
131023,永清县,永清,3,131000,130000,131000,河北省/廊坊市/永清县,yong qing,y,195
131024,香河县,香河,3,131000,130000,131000,河北省/廊坊市/香河县,xiang he,x,196
131025,大城县,大城,3,131000,130000,131000,河北省/廊坊市/大城县,da cheng,d,197
131026,文安县,文安,3,131000,130000,131000,河北省/廊坊市/文安县,wen an,w,198
131028,大厂回族自治县,大厂,3,131000,130000,131000,河北省/廊坊市/大厂回族自治县,da chang,d,199
131081,霸州市,霸州,3,131000,130000,131000,河北省/廊坊市/霸州市,ba zhou,b,200
131082,三河市,三河,3,131000,130000,131000,河北省/廊坊市/三河市,san he,s,201
131100,衡水市,衡水,2,130000,130000,131100,河北省/衡水市,heng shui,h,202
131102,桃城区,桃城,3,131100,130000,131100,河北省/衡水市/桃城区,tao cheng,t,203
131103,冀州区,冀州,3,131100,130000,131100,河北省/衡水市/冀州区,ji zhou,j,204
131121,枣强县,枣强,3,131100,130000,131100,河北省/衡水市/枣强县,zao qiang,z,205
131122,武邑县,武邑,3,131100,130000,131100,河北省/衡水市/武邑县,wu yi,w,206
131123,武强县,武强,3,131100,130000,131100,河北省/衡水市/武强县,wu qiang,w,207
131124,饶阳县,饶阳,3,131100,130000,131100,河北省/衡水市/饶阳县,rao yang,r,208
131125,安平县,安平,3,131100,130000,131100,河北省/衡水市/安平县,an ping,a,209
131126,故城县,故城,3,131100,130000,131100,河北省/衡水市/故城县,gu cheng,g,210
131127,景县,景县,3,131100,130000,131100,河北省/衡水市/景县,jing xian,j,211
131128,阜城县,阜城,3,131100,130000,131100,河北省/衡水市/阜城县,fu cheng,f,212
131182,深州市,深州,3,131100,130000,131100,河北省/衡水市/深州市,shen zhou,s,213
140000,山西省,山西,1,,140000,,山西省,shan xi,s,214
140100,太原市,太原,2,140000,140000,140100,山西省/太原市,tai yuan,t,215
140105,小店区,小店,3,140100,140000,140100,山西省/太原市/小店区,xiao dian,x,216
140106,迎泽区,迎泽,3,140100,140000,140100,山西省/太原市/迎泽区,ying ze,y,217
140107,杏花岭区,杏花岭,3,140100,140000,140100,山西省/太原市/杏花岭区,xing hua ling,x,218
140108,尖草坪区,尖草坪,3,140100,140000,140100,山西省/太原市/尖草坪区,jian cao ping,j,219
140109,万柏林区,万柏林,3,140100,140000,140100,山西省/太原市/万柏林区,wan bai lin,w,220
140110,晋源区,晋源,3,140100,140000,140100,山西省/太原市/晋源区,jin yuan,j,221
140121,清徐县,清徐,3,140100,140000,140100,山西省/太原市/清徐县,qing xu,q,222
140122,阳曲县,阳曲,3,140100,140000,140100,山西省/太原市/阳曲县,yang qu,y,223
140123,娄烦县,娄烦,3,140100,140000,140100,山西省/太原市/娄烦县,lou fan,l,224
140181,古交市,古交,3,140100,140000,140100,山西省/太原市/古交市,gu jiao,g,225
140200,大同市,大同,2,140000,140000,140200,山西省/大同市,da tong,d,226
140212,新荣区,新荣,3,140200,140000,140200,山西省/大同市/新荣区,xin rong,x,227
140213,平城区,平城,3,140200,140000,140200,山西省/大同市/平城区,ping cheng,p,228
140214,云冈区,云冈,3,140200,140000,140200,山西省/大同市/云冈区,yun gang,y,229
140215,云州区,云州,3,140200,140000,140200,山西省/大同市/云州区,yun zhou,y,230
140221,阳高县,阳高,3,140200,140000,140200,山西省/大同市/阳高县,yang gao,y,231
140222,天镇县,天镇,3,140200,140000,140200,山西省/大同市/天镇县,tian zhen,t,232
140223,广灵县,广灵,3,140200,140000,140200,山西省/大同市/广灵县,guang ling,g,233
140224,灵丘县,灵丘,3,140200,140000,140200,山西省/大同市/灵丘县,ling qiu,l,234
140225,浑源县,浑源,3,140200,140000,140200,山西省/大同市/浑源县,hun yuan,h,235
140226,左云县,左云,3,140200,140000,140200,山西省/大同市/左云县,zuo yun,z,236
140300,阳泉市,阳泉,2,140000,140000,140300,山西省/阳泉市,yang quan,y,237
140302,城区,城区,3,140300,140000,140300,山西省/阳泉市/城区,cheng qu,c,238
140303,矿区,矿区,3,140300,140000,140300,山西省/阳泉市/矿区,kuang qu,k,239
140311,郊区,郊区,3,140300,140000,140300,山西省/阳泉市/郊区,jiao qu,j,240
140321,平定县,平定,3,140300,140000,140300,山西省/阳泉市/平定县,ping ding,p,241
140322,盂县,盂县,3,140300,140000,140300,山西省/阳泉市/盂县,yu xian,y,242
140400,长治市,长治,2,140000,140000,140400,山西省/长治市,chang zhi,c,243
140403,潞州区,潞州,3,140400,140000,140400,山西省/长治市/潞州区,lu zhou,l,244
140404,上党区,上党,3,140400,140000,140400,山西省/长治市/上党区,shang dang,s,245
140405,屯留区,屯留,3,140400,140000,140400,山西省/长治市/屯留区,tun liu,t,246
140406,潞城区,潞城,3,140400,140000,140400,山西省/长治市/潞城区,lu cheng,l,247
140423,襄垣县,襄垣,3,140400,140000,140400,山西省/长治市/襄垣县,xiang yuan,x,248
140425,平顺县,平顺,3,140400,140000,140400,山西省/长治市/平顺县,ping shun,p,249
140426,黎城县,黎城,3,140400,140000,140400,山西省/长治市/黎城县,li cheng,l,250
140427,壶关县,壶关,3,140400,140000,140400,山西省/长治市/壶关县,hu guan,h,251
140428,长子县,长子,3,140400,140000,140400,山西省/长治市/长子县,zhang zi,z,252
140429,武乡县,武乡,3,140400,140000,140400,山西省/长治市/武乡县,wu xiang,w,253
140430,沁县,沁县,3,140400,140000,140400,山西省/长治市/沁县,qin xian,q,254
140431,沁源县,沁源,3,140400,140000,140400,山西省/长治市/沁源县,qin yuan,q,255
140500,晋城市,晋城,2,140000,140000,140500,山西省/晋城市,jin cheng,j,256
140502,城区,城区,3,140500,140000,140500,山西省/晋城市/城区,cheng qu,c,257
140521,沁水县,沁水,3,140500,140000,140500,山西省/晋城市/沁水县,qin shui,q,258
140522,阳城县,阳城,3,140500,140000,140500,山西省/晋城市/阳城县,yang cheng,y,259
140524,陵川县,陵川,3,140500,140000,140500,山西省/晋城市/陵川县,ling chuan,l,260
140525,泽州县,泽州,3,140500,140000,140500,山西省/晋城市/泽州县,ze zhou,z,261
140581,高平市,高平,3,140500,140000,140500,山西省/晋城市/高平市,gao ping,g,262
140600,朔州市,朔州,2,140000,140000,140600,山西省/朔州市,shuo zhou,s,263
140602,朔城区,朔城,3,140600,140000,140600,山西省/朔州市/朔城区,shuo cheng,s,264
140603,平鲁区,平鲁,3,140600,140000,140600,山西省/朔州市/平鲁区,ping lu,p,265
140621,山阴县,山阴,3,140600,140000,140600,山西省/朔州市/山阴县,shan yin,s,266
140622,应县,应县,3,140600,140000,140600,山西省/朔州市/应县,ying xian,y,267
140623,右玉县,右玉,3,140600,140000,140600,山西省/朔州市/右玉县,you yu,y,268
140681,怀仁市,怀仁,3,140600,140000,140600,山西省/朔州市/怀仁市,huai ren,h,269
140700,晋中市,晋中,2,140000,140000,140700,山西省/晋中市,jin zhong,j,270
140702,榆次区,榆次,3,140700,140000,140700,山西省/晋中市/榆次区,yu ci,y,271
140703,太谷区,太谷,3,140700,140000,140700,山西省/晋中市/太谷区,tai gu,t,272
140721,榆社县,榆社,3,140700,140000,140700,山西省/晋中市/榆社县,yu she,y,273
140722,左权县,左权,3,140700,140000,140700,山西省/晋中市/左权县,zuo quan,z,274
140723,和顺县,和顺,3,140700,140000,140700,山西省/晋中市/和顺县,he shun,h,275
140724,昔阳县,昔阳,3,140700,140000,140700,山西省/晋中市/昔阳县,xi yang,x,276
140725,寿阳县,寿阳,3,140700,140000,140700,山西省/晋中市/寿阳县,shou yang,s,277
140727,祁县,祁县,3,140700,140000,140700,山西省/晋中市/祁县,qi xian,q,278
140728,平遥县,平遥,3,140700,140000,140700,山西省/晋中市/平遥县,ping yao,p,279
140729,灵石县,灵石,3,140700,140000,140700,山西省/晋中市/灵石县,ling shi,l,280
140781,介休市,介休,3,140700,140000,140700,山西省/晋中市/介休市,jie xiu,j,281
140800,运城市,运城,2,140000,140000,140800,山西省/运城市,yun cheng,y,282
140802,盐湖区,盐湖,3,140800,140000,140800,山西省/运城市/盐湖区,yan hu,y,283
140821,临猗县,临猗,3,140800,140000,140800,山西省/运城市/临猗县,lin yi,l,284
140822,万荣县,万荣,3,140800,140000,140800,山西省/运城市/万荣县,wan rong,w,285
140823,闻喜县,闻喜,3,140800,140000,140800,山西省/运城市/闻喜县,wen xi,w,286
140824,稷山县,稷山,3,140800,140000,140800,山西省/运城市/稷山县,ji shan,j,287
140825,新绛县,新绛,3,140800,140000,140800,山西省/运城市/新绛县,xin jiang,x,288
140826,绛县,绛县,3,140800,140000,140800,山西省/运城市/绛县,jiang xian,j,289
140827,垣曲县,垣曲,3,140800,140000,140800,山西省/运城市/垣曲县,yuan qu,y,290
140828,夏县,夏县,3,140800,140000,140800,山西省/运城市/夏县,xia xian,x,291
140829,平陆县,平陆,3,140800,140000,140800,山西省/运城市/平陆县,ping lu,p,292
140830,芮城县,芮城,3,140800,140000,140800,山西省/运城市/芮城县,rui cheng,r,293
140881,永济市,永济,3,140800,140000,140800,山西省/运城市/永济市,yong ji,y,294
140882,河津市,河津,3,140800,140000,140800,山西省/运城市/河津市,he jin,h,295
140900,忻州市,忻州,2,140000,140000,140900,山西省/忻州市,xin zhou,x,296
140902,忻府区,忻府,3,140900,140000,140900,山西省/忻州市/忻府区,xin fu,x,297
140921,定襄县,定襄,3,140900,140000,140900,山西省/忻州市/定襄县,ding xiang,d,298
140922,五台县,五台,3,140900,140000,140900,山西省/忻州市/五台县,wu tai,w,299
140923,代县,代县,3,140900,140000,140900,山西省/忻州市/代县,dai xian,d,300
140924,繁峙县,繁峙,3,140900,140000,140900,山西省/忻州市/繁峙县,fan shi,f,301
140925,宁武县,宁武,3,140900,140000,140900,山西省/忻州市/宁武县,ning wu,n,302
140926,静乐县,静乐,3,140900,140000,140900,山西省/忻州市/静乐县,jing le,j,303
140927,神池县,神池,3,140900,140000,140900,山西省/忻州市/神池县,shen chi,s,304
140928,五寨县,五寨,3,140900,140000,140900,山西省/忻州市/五寨县,wu zhai,w,305
140929,岢岚县,岢岚,3,140900,140000,140900,山西省/忻州市/岢岚县,ke lan,k,306
140930,河曲县,河曲,3,140900,140000,140900,山西省/忻州市/河曲县,he qu,h,307
140931,保德县,保德,3,140900,140000,140900,山西省/忻州市/保德县,bao de,b,308
140932,偏关县,偏关,3,140900,140000,140900,山西省/忻州市/偏关县,pian guan,p,309
140981,原平市,原平,3,140900,140000,140900,山西省/忻州市/原平市,yuan ping,y,310
